index,Datetime,Open,High,Low,Close,Volume,Pivot,BC,TC,R1,S1,R2,S2,R3,S3,Stock
166,2022-12-02T00:00:00,20550.0,20550.0,20100.0,20155.0,18758,20268.33,20325.0,20211.67,20436.67,19986.67,20718.33,19818.33,20886.67,19650.0,ABBOTINDIA
167,2022-12-02T00:00:00,118.3,120.5,117.5,118.6,5828627,118.87,119.0,118.73,120.23,117.23,121.87,115.87,123.23,114.5,HINDCOPPER
168,2022-12-02T00:00:00,20049.5,20137.7,19679.25,19755.0,139102,19857.32,19908.47,19806.16,20035.38,19576.93,20315.77,19398.87,20493.83,19220.8,NESTLEIND
169,2022-12-02T00:00:00,834.45,839.75,823.4,837.55,2012422,833.57,831.58,835.56,843.73,827.38,849.92,817.22,860.08,807.05,SBICARD
170,2022-12-02T00:00:00,1523.95,1540.0,1518.0,1539.0,216910,1532.33,1529.0,1535.67,1546.67,1524.67,1554.33,1510.33,1568.67,1496.0,WHIRLPOOL
171,2022-12-02T00:00:00,547.4,551.0,544.25,548.2,3994830,547.82,547.62,548.01,551.38,544.63,554.57,541.07,558.13,537.5,JUBLFOOD
172,2022-12-02T00:00:00,4330.0,4398.0,4312.85,4343.0,980478,4351.28,4355.42,4347.14,4389.72,4304.57,4436.43,4266.13,4474.87,4227.7,PERSISTENT
173,2022-12-02T00:00:00,153.3,154.95,152.0,152.0,14548754,152.98,153.48,152.49,153.97,151.02,155.93,150.03,156.92,149.05,RBLBANK
174,2022-12-02T00:00:00,4145.0,4318.7,4111.0,4289.0,2906220,4239.57,4214.85,4264.28,4368.13,4160.43,4447.27,4031.87,4575.83,3903.3,LTTS
175,2022-12-02T00:00:00,478.3,483.45,474.1,482.0,3130704,479.85,478.78,480.92,485.6,476.25,489.2,470.5,494.95,464.75,ICICIPRULI
176,2022-12-02T00:00:00,116.45,120.15,115.9,119.2,22178112,118.42,118.02,118.81,120.93,116.68,122.67,114.17,125.18,111.65,MANAPPURAM
177,2022-12-02T00:00:00,413.0,426.3,413.0,423.0,4319619,420.77,419.65,421.88,428.53,415.23,434.07,407.47,441.83,399.7,LAURUSLABS
178,2022-12-02T00:00:00,2170.0,2217.85,2153.65,2210.1,904355,2193.87,2185.75,2201.98,2234.08,2169.88,2258.07,2129.67,2298.28,2089.45,DEEPAKNTR
179,2022-12-02T00:00:00,965.0,976.9,948.7,952.4,2690614,959.33,962.8,955.87,969.97,941.77,987.53,931.13,998.17,920.5,OBEROIRLTY
180,2022-12-02T00:00:00,226.1,228.0,225.3,226.7,12629645,226.67,226.65,226.68,228.03,225.33,229.37,223.97,230.73,222.6,COALINDIA
181,2022-12-02T00:00:00,637.9,649.95,630.2,648.05,4022515,642.73,640.08,645.39,655.27,635.52,662.48,622.98,675.02,610.45,AUBANK
182,2022-12-02T00:00:00,145.25,153.3,145.0,151.25,32687176,149.85,149.15,150.55,154.7,146.4,158.15,141.55,163.0,136.7,ABCAPITAL
183,2022-12-02T00:00:00,4389.0,4414.9,4360.0,4374.0,223877,4382.97,4387.45,4378.48,4405.93,4351.03,4437.87,4328.07,4460.83,4305.1,DIXON
184,2022-12-02T00:00:00,1224.6,1253.95,1222.05,1245.0,1727592,1240.33,1238.0,1242.67,1258.62,1226.72,1272.23,1208.43,1290.52,1190.15,ICICIGI
185,2022-12-02T00:00:00,1292.0,1299.95,1265.0,1295.0,3228045,1286.65,1282.47,1290.82,1308.3,1273.35,1321.6,1251.7,1343.25,1230.05,SBILIFE
186,2022-12-02T00:00:00,1113.3,1138.35,1105.6,1137.5,2332046,1127.15,1121.97,1132.32,1148.7,1115.95,1159.9,1094.4,1181.45,1072.85,MUTHOOTFIN
187,2022-12-02T00:00:00,3500.0,3510.95,3412.0,3475.95,818513,3466.3,3461.48,3471.12,3520.6,3421.65,3565.25,3367.35,3619.55,3313.05,PIIND
188,2022-12-02T00:00:00,88.4,92.25,88.15,91.3,56954255,90.57,90.2,90.93,92.98,88.88,94.67,86.47,97.08,84.05,L&TFH
189,2022-12-02T00:00:00,201.65,204.4,201.3,202.15,2236916,202.62,202.85,202.38,203.93,200.83,205.72,199.52,207.03,198.2,INDUSTOWER
190,2022-12-02T00:00:00,315.5,319.0,312.5,316.6,2303787,316.03,315.75,316.32,319.57,313.07,322.53,309.53,326.07,306.0,ABFRL
191,2022-12-02T00:00:00,142.0,143.2,141.4,142.8,10201398,142.47,142.3,142.63,143.53,141.73,144.27,140.67,145.33,139.6,IBULHSGFIN
192,2022-12-02T00:00:00,1565.0,1579.0,1549.55,1559.0,494479,1562.52,1564.28,1560.76,1575.48,1546.03,1591.97,1533.07,1604.93,1520.1,MCX
193,2022-12-02T09:15:00,18752.4,18781.95,18639.2,18696.1,0,18705.75,18710.58,18700.92,18772.3,18629.55,18848.5,18563.0,18915.05,18496.45,NIFTY
194,2022-12-02T09:15:00,42976.7,43131.9,42937.8,43103.75,0,43057.82,43034.85,43080.78,43177.83,42983.73,43251.92,42863.72,43371.93,42743.7,BANKNIFTY
195,2022-12-02T09:15:00,19232.3,19292.55,19193.0,19249.55,0,19245.03,19242.78,19247.29,19297.07,19197.52,19344.58,19145.48,19396.62,19093.45,FINNIFTY
196,2022-12-02T09:15:00,13.36,14.09,0.0,13.45,0,9.18,7.05,11.32,18.36,4.27,23.27,-4.91,32.45,-14.09,India
